pump_id,building_id,tank_id,timestamp,status,current_amps,vibration_mm_s,temperature_celsius,flow_rate_lpm,pressure_psi
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-12 22:30:00,running,12.39,2.4,47.1,192.4,43.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-12 23:00:00,running,11.82,2.59,49.3,142.7,44.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-12 23:30:00,running,12.05,2.79,48.7,168.7,46.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 00:00:00,running,13.33,2.44,48.1,193.9,43.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 00:30:00,running,12.64,2.65,51.1,154.6,48.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 01:00:00,running,14.64,2.33,49.3,184.5,43.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 01:30:00,running,10.65,1.84,52.8,164.9,44.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 02:00:00,running,11.84,2.92,51.5,184.6,43.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 02:30:00,running,12.97,2.54,50.1,194.5,46.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 03:00:00,running,11.91,2.39,51.5,163.8,43.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 03:30:00,running,11.82,2.53,51.8,161.9,45.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 04:00:00,running,12.92,2.53,50.4,195.3,43.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 04:30:00,running,12.7,2.32,47.9,201.7,44.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 05:00:00,running,12.51,2.43,52.9,186.5,41.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 05:30:00,running,10.87,2.7,48.1,174.8,43.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 06:00:00,running,12.96,2.43,47.1,196.9,39.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 06:30:00,running,12.86,2.79,48.4,179.0,45.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 07:00:00,running,10.76,2.44,52.4,189.1,48.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 07:30:00,running,11.47,2.71,54.6,194.4,44.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 08:00:00,running,11.61,2.87,50.0,199.6,43.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 08:30:00,running,12.62,2.08,49.0,200.9,45.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 09:00:00,running,11.56,2.9,47.3,175.7,44.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 09:30:00,running,11.56,2.53,51.4,182.1,44.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 10:00:00,running,11.86,2.22,49.8,177.5,45.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 10:30:00,running,13.27,2.52,49.1,162.5,42.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 11:00:00,running,10.65,3.33,47.9,191.0,38.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 11:30:00,running,10.46,2.43,54.3,150.3,40.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 12:00:00,running,11.49,2.77,52.2,190.2,49.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 12:30:00,running,9.7,3.04,49.5,167.7,43.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 13:00:00,running,13.12,2.42,49.6,199.1,44.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 13:30:00,running,12.06,2.83,50.7,193.6,45.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 14:00:00,running,11.48,3.12,47.1,178.1,46.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 14:30:00,running,10.58,2.88,50.0,192.6,47.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 15:00:00,running,10.41,1.92,50.0,170.0,42.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 15:30:00,running,10.71,2.74,50.2,193.2,40.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 16:00:00,running,11.63,2.6,48.4,187.6,46.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 16:30:00,running,12.31,2.9,49.8,173.4,45.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 17:00:00,running,10.2,2.63,49.8,185.0,46.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 17:30:00,running,13.48,2.3,47.4,187.4,44.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 18:00:00,running,13.3,2.16,48.4,182.1,43.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 18:30:00,running,13.5,2.65,48.4,200.3,43.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 19:00:00,running,10.52,2.31,44.8,159.9,45.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 19:30:00,running,11.72,2.4,47.3,187.6,46.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 20:00:00,running,10.62,1.93,49.7,193.5,47.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 20:30:00,running,11.54,2.23,48.5,146.2,46.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 21:00:00,running,10.9,2.42,51.9,170.7,40.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 21:30:00,running,13.0,2.2,47.6,169.5,45.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 22:00:00,running,11.83,2.39,47.5,189.0,41.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 22:30:00,running,11.52,2.74,48.3,188.0,43.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 23:00:00,running,12.13,2.51,49.4,144.3,39.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-13 23:30:00,running,11.09,2.68,52.1,176.3,45.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 00:00:00,running,11.11,2.71,45.9,175.0,47.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 00:30:00,running,10.59,3.25,49.5,186.0,49.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 01:00:00,running,12.96,2.53,48.2,190.0,41.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 01:30:00,running,13.18,2.61,52.0,179.0,43.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 02:00:00,running,12.44,2.87,47.6,159.4,48.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 02:30:00,running,12.49,2.42,52.5,161.7,49.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 03:00:00,running,11.24,2.97,51.8,175.4,45.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 03:30:00,running,12.14,2.29,53.4,139.4,46.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 04:00:00,running,11.63,2.4,49.9,192.1,48.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 04:30:00,running,11.96,2.58,49.3,180.3,42.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 05:00:00,running,13.54,2.67,50.9,198.8,42.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 05:30:00,running,12.7,2.75,48.1,172.3,41.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 06:00:00,running,10.25,2.58,44.7,177.3,45.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 06:30:00,running,11.18,2.39,46.8,185.9,46.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 07:00:00,running,12.4,2.5,52.3,168.8,44.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 07:30:00,running,13.11,2.08,49.8,190.3,49.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 08:00:00,running,11.81,2.41,52.7,202.1,44.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 08:30:00,running,11.81,2.71,53.0,183.3,48.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 09:00:00,running,14.14,2.46,47.4,173.0,45.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 09:30:00,running,10.99,2.85,48.8,183.8,39.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 10:00:00,running,11.73,2.41,50.5,156.8,49.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 10:30:00,running,11.74,2.53,52.9,166.8,45.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 11:00:00,running,13.47,2.44,47.6,170.7,39.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 11:30:00,running,11.39,2.9,49.0,153.5,50.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 12:00:00,running,12.91,2.11,50.1,186.3,44.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 12:30:00,running,12.19,1.99,48.4,168.2,45.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 13:00:00,running,10.77,2.7,51.9,212.9,47.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 13:30:00,running,14.37,2.5,52.2,158.4,44.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 14:00:00,running,12.37,1.79,50.4,179.4,43.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 14:30:00,running,13.46,1.89,50.7,171.1,46.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 15:00:00,running,11.61,2.03,50.9,168.6,42.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 15:30:00,running,10.69,2.38,50.8,174.0,44.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 16:00:00,running,11.15,2.17,53.6,170.0,42.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 16:30:00,running,11.06,3.04,51.1,196.6,45.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 17:00:00,running,11.25,2.58,49.3,185.1,43.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 17:30:00,running,13.54,3.05,47.5,178.3,45.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 18:00:00,running,12.86,2.75,48.7,139.4,42.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 18:30:00,running,11.79,2.22,47.5,185.8,47.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 19:00:00,running,12.37,2.57,48.7,181.9,47.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 19:30:00,running,11.1,2.73,50.1,170.2,43.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 20:00:00,running,12.72,2.41,50.5,179.2,45.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 20:30:00,running,11.07,2.54,49.0,153.7,42.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 21:00:00,running,11.76,2.64,48.6,187.0,46.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 21:30:00,running,13.13,2.18,52.0,163.1,42.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 22:00:00,running,9.78,2.86,49.7,159.0,44.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 22:30:00,running,12.03,2.15,49.2,201.9,44.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 23:00:00,running,13.43,2.82,52.9,184.3,39.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-14 23:30:00,running,11.92,2.64,52.1,206.2,47.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 00:00:00,running,12.33,2.67,52.2,142.6,43.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 00:30:00,running,11.78,2.86,48.4,164.3,50.4
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 01:00:00,running,12.15,3.0,48.2,169.8,46.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 01:30:00,running,12.33,2.65,51.6,224.0,41.9
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 02:00:00,running,10.43,1.99,49.2,157.6,42.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 02:30:00,running,12.52,2.22,48.1,172.4,44.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 03:00:00,running,11.74,2.77,48.5,185.5,39.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 03:30:00,running,12.49,1.78,50.7,211.0,45.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 04:00:00,running,12.3,2.75,49.6,205.0,38.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 04:30:00,running,12.28,2.62,54.3,204.8,43.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 05:00:00,running,9.78,2.49,50.1,162.5,41.7
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 05:30:00,running,12.32,2.75,51.7,192.4,44.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 06:00:00,running,12.06,2.86,50.0,176.0,47.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 06:30:00,running,10.87,2.37,52.0,163.5,47.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 07:00:00,running,12.89,2.47,49.1,170.9,44.4
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 07:30:00,running,13.57,2.92,53.1,175.8,48.7
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 08:00:00,running,9.65,2.22,48.2,205.1,42.4
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 08:30:00,running,12.7,2.46,48.2,174.4,41.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 09:00:00,running,11.16,2.63,47.1,148.4,40.7
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 09:30:00,running,10.52,2.55,46.1,180.0,43.4
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 10:00:00,running,11.13,3.1,53.7,188.4,47.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 10:30:00,running,11.99,2.32,47.0,177.4,43.7
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 11:00:00,running,10.85,2.63,48.5,181.6,46.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 11:30:00,running,10.23,2.15,51.9,171.3,44.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 12:00:00,running,13.87,2.31,48.9,167.2,52.3
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 12:30:00,running,12.48,2.63,50.2,217.9,42.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 13:00:00,running,12.03,2.16,48.5,154.1,45.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 13:30:00,running,11.71,3.01,50.3,170.7,47.7
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 14:00:00,running,13.93,2.25,53.7,183.9,45.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 14:30:00,running,11.19,2.81,52.2,172.1,41.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 15:00:00,running,10.65,2.62,51.3,173.2,41.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 15:30:00,running,11.27,2.23,51.1,175.5,40.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 16:00:00,running,11.27,2.56,49.9,177.2,45.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 16:30:00,running,13.81,2.26,47.0,170.5,44.7
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 17:00:00,running,10.76,2.8,57.1,186.7,42.9
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 17:30:00,running,10.87,2.34,48.6,179.4,40.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 18:00:00,running,12.42,2.78,50.1,173.0,43.9
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 18:30:00,running,11.64,2.59,47.7,167.1,42.3
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 19:00:00,running,11.31,1.87,52.7,197.5,48.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 19:30:00,running,14.56,2.11,47.8,206.3,44.9
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 20:00:00,running,12.43,2.58,48.7,169.2,38.9
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 20:30:00,running,10.87,2.1,50.0,179.0,41.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 21:00:00,running,12.25,2.27,51.7,179.9,47.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 21:30:00,running,11.54,2.64,52.9,173.6,41.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 22:00:00,running,13.3,2.37,51.9,194.4,39.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 22:30:00,running,12.9,2.82,46.3,174.5,47.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 23:00:00,running,10.54,2.1,52.3,170.0,42.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-01 23:30:00,running,13.81,1.97,50.2,220.0,45.3
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 00:00:00,running,12.5,2.84,50.5,174.9,45.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 00:30:00,running,11.92,2.66,48.8,179.1,47.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 01:00:00,running,13.91,2.18,49.9,197.5,49.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 01:30:00,running,13.0,2.51,50.6,203.4,39.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 02:00:00,running,11.72,2.11,52.6,169.9,41.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 02:30:00,running,14.09,2.33,47.2,179.7,44.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 03:00:00,running,12.95,2.68,51.9,196.1,43.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 03:30:00,running,11.47,2.41,51.5,179.9,46.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 04:00:00,running,12.71,2.74,46.4,176.5,47.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 04:30:00,running,13.35,2.73,53.2,200.2,49.3
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 05:00:00,running,12.87,2.59,50.1,191.0,44.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 05:30:00,running,11.15,2.62,49.9,199.4,45.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 06:00:00,running,11.44,3.11,46.7,180.5,48.4
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 06:30:00,running,10.87,2.62,50.6,162.6,46.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 07:00:00,running,12.5,2.09,48.9,165.3,49.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 07:30:00,running,11.07,2.87,46.9,145.7,42.7
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 08:00:00,running,12.46,2.73,49.2,157.2,47.4
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 08:30:00,running,11.91,2.33,50.0,160.9,41.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 09:00:00,running,13.05,2.79,50.8,184.9,45.4
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 09:30:00,running,11.97,1.98,49.5,209.3,47.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 10:00:00,running,11.29,2.96,51.2,181.8,45.7
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 10:30:00,running,11.79,2.22,49.2,204.1,38.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 11:00:00,running,10.63,2.86,48.1,197.7,47.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 11:30:00,running,14.06,2.88,51.6,188.4,44.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 12:00:00,running,11.22,2.6,52.5,170.2,44.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 12:30:00,running,10.11,1.87,50.3,180.8,47.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 13:00:00,running,10.54,2.36,53.4,197.9,47.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 13:30:00,running,11.94,1.99,55.4,166.8,40.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 14:00:00,running,12.1,2.43,49.7,175.5,46.9
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 14:30:00,running,11.85,2.38,46.1,144.5,46.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 15:00:00,running,13.31,2.21,50.3,165.8,48.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 15:30:00,running,11.63,2.37,53.5,167.4,47.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 16:00:00,running,11.52,2.37,48.3,179.3,49.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 16:30:00,running,12.62,1.92,50.0,182.9,48.9
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 17:00:00,running,12.59,2.48,49.6,181.5,43.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 17:30:00,running,11.39,2.65,48.7,172.1,49.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 18:00:00,running,12.03,1.53,50.8,154.8,45.9
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 18:30:00,running,9.35,2.64,51.2,200.5,42.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 19:00:00,running,11.12,2.71,51.5,189.9,43.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 19:30:00,running,11.22,1.88,52.3,167.2,43.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 20:00:00,running,12.55,2.58,49.9,159.9,42.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 20:30:00,running,11.89,2.47,53.8,196.3,45.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 21:00:00,running,11.83,2.35,49.5,189.1,49.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 21:30:00,running,11.04,2.61,52.4,173.8,42.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 22:00:00,running,12.73,2.59,49.3,166.0,45.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 22:30:00,running,14.12,2.71,45.9,175.8,38.9
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 23:00:00,running,11.92,2.55,50.1,194.9,47.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-02 23:30:00,running,11.9,2.59,50.9,206.6,40.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 00:00:00,running,12.81,2.54,50.1,167.3,39.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 00:30:00,running,13.49,2.55,50.6,160.9,48.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 01:00:00,running,10.71,3.21,49.2,173.9,45.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 01:30:00,running,13.56,2.67,48.8,163.3,39.8
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 02:00:00,running,11.8,2.83,45.5,226.8,45.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 02:30:00,running,11.95,2.16,49.9,182.4,47.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 03:00:00,running,12.25,2.19,53.4,190.9,43.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 03:30:00,running,12.28,2.89,49.5,166.0,42.0
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 04:00:00,running,11.15,2.71,49.1,170.4,47.1
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 04:30:00,running,12.02,2.31,49.8,151.2,40.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 05:00:00,running,13.06,2.6,48.5,194.5,47.2
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 05:30:00,running,12.65,3.05,49.8,171.2,52.4
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 06:00:00,running,12.39,3.1,50.0,200.4,44.6
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 06:30:00,running,12.08,2.3,51.7,182.7,42.5
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 07:00:00,running,12.9,1.98,50.5,176.6,49.3
PUMP_BLD_002_01,BLD_002,TANK_BLD_002_01,2025-10-03 07:30:00,running,11.93,2.29,47.9,178.8,47.3
